DEPOT,AUTH_ID,PASS_NUMBER,ROUTE,RUN_NUMBER,SERV_ID,DATE,TIMESTAMP
GUNT,OA,027837,SBS12,217,0,2011-11-11,2011-11-10 19:05:48
MJQT,OA,027935,M104,035,0,2011-11-11,2011-11-04 07:43:19
MJQT,OA,028109,M42,408,0,2011-11-11,2011-11-10 19:52:53
MJQT,OA,028109,MJQT,008,0,2011-11-11,2011-11-10 09:38:30
MJQT,OA,028109,M104,022,0,2011-11-11,2011-11-10 09:38:29
MTVT,OA,028319,M7,722,0,2011-11-11,2011-11-10 19:08:10
MTVT,OA,028396,M2,117,0,2011-11-11,2011-11-10 19:08:11
WFRT,OA,028400,BX6,022,0,2011-11-11,2011-11-11 06:17:29
WFRT,OA,028400,WFRT,004,0,2011-11-11,2011-11-10 08:05:27
MTVT,OA,028435,M2,143,0,2011-11-11,2011-11-10 19:08:11
MTVT,OA,028506,M1,019,0,2011-11-11,2011-11-10 19:08:11
WFRT,OA,028810,WFRT,010,0,2011-11-11,2011-11-10 19:09:10
MJQT,OA,028979,M72,106,0,2011-11-11,2011-11-10 19:52:58
MJQT,OA,028979,MJQT,OTVOL,,2011-11-11,2011-11-10 09:33:24
MTVT,OA,028983,M11,330,0,2011-11-11,2011-11-10 19:08:12
MTVT,OA,029227,M1,029,0,2011-11-11,2011-11-10 11:29:49
MTVT,OA,029510,M3,230,0,2011-11-11,2011-11-10 19:03:48
MTVT,OA,029510,MTVT,39,,2011-11-11,2011-11-10 11:43:30
MTVT,OA,029623,MTVT,002,0,2011-11-11,2011-11-10 19:08:14
MTVT,OA,029698,MTVT,004,0,2011-11-11,2011-11-10 19:08:14
MJQT,OA,029717,M104,030,0,2011-11-11,2011-11-10 19:53:22
WFRT,OA,029745,WFRT,006,,2011-11-11,2011-11-10 13:00:53
GUNT,OA,029756,BX16,005,0,2011-11-11,2011-11-10 19:05:53
WFRT,OA,029760,WFRT,025,,2011-11-11,2011-11-10 13:00:58
WFRT,OA,029760,BX6,008,0,2011-11-11,2011-11-10 19:09:11
MJQT,OA,030300,M57,006,0,2011-11-11,2011-11-10 19:52:52
WFRT,OA,030495,WFRT,030,,2011-11-11,2011-11-04 08:51:02
100T,OA,030556,100T,004,0,2011-11-11,2011-11-10 19:14:43
100T,OA,030556,100T,011,0,2011-11-11,2011-11-10 11:10:42
100T,OA,030556,M101,073,0,2011-11-11,2011-11-02 08:56:36
KBGT,OA,030698,BX10,027,0,2011-11-11,2011-11-10 11:59:59
KBGT,OA,030781,BX1X2,070,0,2011-11-11,2011-11-10 19:26:48
UPKT,OA,030803,B36,426,2,2011-11-11,2011-11-10 19:00:41
FRPT,OA,030874,B52,133,0,2011-11-11,2011-11-10 19:01:08
100T,OA,030920,M101,024,0,2011-11-11,2011-11-10 19:14:39
GAVT,OA,030932,B47,310,0,2011-11-11,2011-11-10 21:10:26
100T,OA,031141,M101,118,0,2011-11-11,2011-11-10 19:14:47
FRPT,OA,031162,B26,025,0,2011-11-11,2011-11-10 19:01:05
ENYT,OA,031330,B82,119,0,2011-11-11,2011-11-10 19:03:49
UPKT,OA,031391,B1,009,2,2011-11-11,2011-11-10 19:00:32
MTVT,OA,031686,M2,105,0,2011-11-11,2011-11-10 19:08:18
MTVT,OA,031718,M5,206,0,2011-11-11,2011-11-10 19:08:19
KBGT,OA,032207,BX1X2,044,0,2011-11-11,2011-11-10 19:26:28
KBGT,OA,032229,BX3,124,0,2011-11-11,2011-11-10 19:26:38
ENYT,OA,032283,B82,154,0,2011-11-11,2011-11-10 19:04:01
KBGT,OA,032382,BX3,131,0,2011-11-11,2011-11-10 19:27:00
WFRT,OA,032383,BX32,021,0,2011-11-11,2011-11-10 19:09:13
KBGT,OA,032386,KBGT,018,,2011-11-11,2011-11-04 07:05:16
MJQT,OA,032461,M104,008,0,2011-11-11,2011-11-04 07:43:43
UPKT,OA,032835,B3,109,2,2011-11-11,2011-11-10 19:00:33
100T,OA,032919,M86,323,0,2011-11-11,2011-11-10 21:46:01
100T,OA,032919,M101,091,0,2011-11-11,2011-11-10 21:42:20
100T,OA,032919,M101,125,0,2011-11-11,2011-11-10 19:14:47
MTVT,OA,032975,MTVT,008,2,2011-11-11,2011-11-07 13:30:25
MTVT,OA,032975,M2,101,0,2011-11-11,2011-11-10 19:03:51
MTVT,OA,033095,M7,733,2,2011-11-11,2011-11-10 19:08:21
MTVT,OA,033198,MTVT,006,0,2011-11-11,2011-11-10 19:08:21
GAVT,OA,033199,B38,231,0,2011-11-11,2011-11-10 21:13:10
100T,OA,033233,M86,305,0,2011-11-11,2011-11-10 19:14:40
100T,OA,033233,M101,030,0,2011-11-11,2011-11-11 05:06:23
MTVT,OA,033527,M5,209,0,2011-11-11,2011-11-10 19:08:22
MTVT,OA,033560,M7,707,0,2011-11-11,2011-11-04 09:04:25
JGLT,TA,289017,JGLT,XL34,,2011-11-11,2011-11-10 12:58:20
JGLT,TA,289017,B43,125,2,2011-11-11,2011-11-10 19:21:56
JGLT,TA,753015,B35,034,0,2011-11-11,2011-11-10 20:22:59
FRPT,TA,641003,Q58,157,2,2011-11-11,2011-11-10 19:01:09
CSTT,TA,013008,MISC,551,0,2011-11-11,2011-11-10 19:24:10
UPKT,TA,658027,B36,403,2,2011-11-11,2011-11-10 19:00:25
MJQT,TA,433001,M14AD,013,0,2011-11-11,2011-11-10 19:52:44
UPKT,TA,760004,B6,214,2,2011-11-11,2011-11-10 19:00:27
JAMT,TA,990003,Q4,012,0,2011-11-11,2011-11-10 19:02:27
CSTT,TA,537002,CSTT,05,,2011-11-11,2011-11-03 12:48:13
YUKT,TA,226002,YUKT,13,,2011-11-11,2011-11-10 07:44:49
YUKT,TA,226002,MISC,211,2,2011-11-11,2011-11-10 19:04:13
JGLT,TA,377004,B68,117,0,2011-11-11,2011-11-10 20:22:49
CSTT,TA,312003,CSTT,06A,,2011-11-11,2011-11-03 13:15:44
GUNT,TA,247010,BX402,031,0,2011-11-11,2011-11-10 19:06:18
JAMT,TA,678009,Q17,026,0,2011-11-11,2011-11-10 19:02:33
CSTT,TA,271008,MISC,594,0,2011-11-11,2011-11-10 19:24:16
CAST,TA,629007,MISC,312,2,2011-11-11,2011-11-10 19:09:06
CSTT,TA,576009,CSTT,01,,2011-11-11,2011-11-10 13:55:36
CSTT,TA,576009,CSTT,001,2,2011-11-11,2011-11-10 19:23:51
CSTT,TA,576009,CSTT,001b,2,2011-11-11,2011-11-11 04:31:56
CSTT,TA,576009,CSTT,001a,2,2011-11-11,2011-11-11 04:31:56
CSTT,TA,576009,MISC,406,0,2011-11-11,2011-11-11 04:31:56
FLTT,TA,141011,B44,030,2,2011-11-11,2011-11-10 19:06:39
FLTT,TA,141011,B49,OTVOL,,2011-11-11,2011-11-10 08:15:25
GUNT,TA,304017,SBS12,209,0,2011-11-11,2011-11-10 19:06:19
JAMT,TA,727028,Q3,022,0,2011-11-11,2011-11-10 19:02:33
ENYT,TA,995010,B7,012,2,2011-11-11,2011-11-10 11:06:32
FRPT,TA,498009,B26,040,0,2011-11-11,2011-11-10 19:01:10
FLTT,TA,832032,B41,087,0,2011-11-11,2011-11-10 19:07:02
CAST,TA,919012,Q12,008,0,2011-11-11,2011-11-10 19:09:37
YUKT,TA,190023,MISC,109,0,2011-11-11,2011-11-10 19:03:56
JGLT,TA,613008,B11,025,0,2011-11-11,2011-11-10 20:22:55
JGLT,TA,557011,B11,009,0,2011-11-11,2011-11-10 20:22:52
QUVT,TA,866001,MISC,444,0,2011-11-11,2011-11-10 20:06:59
GAVT,TA,935001,B62,726,0,2011-11-11,2011-11-10 21:13:12
FLTT,TA,432011,FLTT,XL26,,2011-11-11,2011-11-10 11:40:10
FLTT,TA,432011,B46,151,0,2011-11-11,2011-11-10 19:06:45
UPKT,TA,439021,B6,225,2,2011-11-11,2011-11-10 19:00:31
GAVT,TA,987002,B13,004,0,2011-11-11,2011-11-10 21:10:29
QUVT,TA,182001,MISC,508,0,2011-11-11,2011-11-10 20:07:08
QUVT,TA,778013,MISC,318,0,2011-11-11,2011-11-10 20:06:37
YUKT,TA,104032,MISC,131,2,2011-11-11,2011-11-10 12:35:42
JGLT,TA,560006,B9,023,2,2011-11-11,2011-11-10 20:22:52
FLTT,TA,964031,B46,199,0,2011-11-11,2011-10-30 09:22:51
JGLT,TA,832033,B35,078,0,2011-11-11,2011-11-10 20:23:01
UPKT,TA,145007,B6,217,2,2011-11-11,2011-11-10 19:00:28
FLTT,TA,215005,FLTT,XL27,,2011-11-11,2011-11-10 11:40:11
FLTT,TA,215005,B41,040,0,2011-11-11,2011-11-10 19:06:44
JAMT,TA,199028,JAMT,001,1,2011-11-11,2011-11-10 19:02:16
JAMT,TA,199028,JAMT,003,0,2011-11-11,2011-11-06 07:15:21
JAMT,TA,199028,Q85,021,0,2011-11-11,2011-11-06 07:15:20
CSTT,TA,271009,MISC,591,0,2011-11-11,2011-11-10 19:24:15
UPKT,TA,088007,B6,202,2,2011-11-11,2011-11-10 19:00:24
JAMT,TA,925005,Q4,002,0,2011-11-11,2011-11-10 19:02:05
ENYT,TA,385008,B25,207,0,2011-11-11,2011-11-10 19:03:49
126T,TA,530004,M116,302,2,2011-11-11,2011-11-10 20:28:49
126T,TA,530004,126T,OTVOL,,2011-11-11,2011-11-10 10:16:03
GAVT,TA,131007,B60,609,0,2011-11-11,2011-11-10 21:10:10
UPKT,TA,818004,B36,409,2,2011-11-11,2011-11-03 14:34:26
JGLT,TA,683017,B43,OTVOL,,2011-11-11,2011-11-09 23:47:21
FLTT,TA,144009,FLTT,OTVOL,,2011-11-11,2011-11-10 08:21:40
FLTT,TA,144009,B46,200,0,2011-11-11,2011-11-10 19:06:59
JGLT,TA,286003,B16,003,2,2011-11-11,2011-11-10 20:22:45
JGLT,TA,460003,B6769,019,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,201021,B35,068,0,2011-11-11,2011-11-10 20:22:43
JGLT,TA,899017,B70,204,0,2011-11-11,2011-11-01 07:11:13
GAVT,TA,494011,B60,626,0,2011-11-11,2011-11-10 21:13:59
YUKT,TA,222003,YUKT,14,,2011-11-11,2011-11-10 14:28:29
YUKT,TA,222003,MISC,182,0,2011-11-11,2011-11-10 19:04:07
126T,TA,243003,M60,026,0,2011-11-11,2011-11-10 20:28:54
UPKT,TA,604005,B6,222,2,2011-11-11,2011-11-10 10:51:22
WFRT,OA,025922,BX32,010,0,2011-11-11,2011-11-10 19:09:07
WFRT,OA,023294,BX6,046,0,2011-11-11,2011-11-10 19:09:03
GUNT,OA,026241,BX39,025,0,2011-11-11,2011-11-10 19:05:44
KBGT,OA,026966,BX1X2,050,0,2011-11-11,2011-11-10 19:26:30
WFRT,OA,029233,BX6,010,0,2011-11-11,2011-11-10 19:09:11
WFRT,OA,020747,BX32,012,0,2011-11-11,2011-11-10 19:09:02
WFRT,OA,031994,BX33,112,0,2011-11-11,2011-11-04 08:51:10
WFRT,OA,020152,BX6,014,0,2011-11-11,2011-11-10 19:09:01
WFRT,OA,031305,WFRT,007,,2011-11-11,2011-11-04 11:36:09
WFRT,OA,025969,BX6,011,0,2011-11-11,2011-11-10 19:09:07
UPKT,OA,032004,B6,286,2,2011-11-11,2011-11-10 19:00:43
GUNT,OA,023600,BX238,024,0,2011-11-11,2011-11-10 19:05:35
KBGT,OA,029751,BX1X2,067,0,2011-11-11,2011-11-04 06:41:40
WFRT,OA,020984,BX32,006,0,2011-11-11,2011-11-10 19:09:03
WFRT,OA,016070,WFRT,002,0,2011-11-11,2011-11-10 19:08:57
WFRT,OA,028785,WFRT,001,,2011-11-11,2011-11-04 11:36:08
WFRT,OA,028785,BX6,009,0,2011-11-11,2011-11-10 19:09:10
WFRT,OA,033475,BX15,039,0,2011-11-11,2011-11-10 19:09:14
WFRT,OA,032791,BX6,045,0,2011-11-11,2011-11-10 19:09:14
WFRT,OA,023360,WFRT,009,0,2011-11-11,2011-11-10 19:09:04
WFRT,OA,023714,WFRT,002,0,2011-11-11,2011-11-10 08:04:39
GAVT,OA,033184,Q59,802,0,2011-11-11,2011-11-10 21:09:26
KBGT,OA,033058,BX41,008,0,2011-11-11,2011-11-10 11:45:23
FLTT,OA,031344,B46,106,0,2011-11-11,2011-11-10 19:06:32
WFRT,OA,020298,BX15,005,0,2011-11-11,2011-11-10 19:09:01
GUNT,OA,033926,BX30,005,0,2011-11-11,2011-11-10 19:06:05
WFRT,OA,028436,BX6,003,0,2011-11-11,2011-11-04 08:51:09
WFRT,OA,028436,WFRT,013,0,2011-11-11,2011-11-10 08:01:54
WFRT,OA,028436,WFRT,001,0,2011-11-11,2011-11-10 08:04:09
KBGT,OA,026167,BX3,103,0,2011-11-11,2011-11-10 19:23:59
100T,OA,031275,M86,329,0,2011-11-11,2011-11-10 19:14:44
GUNT,OA,033469,BX402,019,0,2011-11-11,2011-11-10 19:06:02
GUNT,OA,020263,BX39,019,0,2011-11-11,2011-11-10 19:05:30
WFRT,OA,023754,BX6,005,0,2011-11-11,2011-11-10 19:09:04
WFRT,OA,023762,BX32,011,0,2011-11-11,2011-11-10 19:09:04
MJQT,OA,033187,M42,427,0,2011-11-11,2011-11-05 23:47:39
KBGT,OA,020200,BX55,009,0,2011-11-11,2011-11-10 11:59:38
MJQT,OA,020110,M104,014,0,2011-11-11,2011-11-10 19:53:09
MJQT,OA,020110,MJQT,015,0,2011-11-11,2011-11-10 09:40:04
MJQT,OA,020110,M21,207,0,2011-11-11,2011-11-10 09:40:02
WFRT,OA,026351,BX6,003,0,2011-11-11,2011-11-10 19:09:07
WFRT,OA,028945,WFRT,023,,2011-11-11,2011-11-10 09:59:21
WFRT,OA,019504,BX15,017,0,2011-11-11,2011-11-10 19:09:00
WFRT,OA,015151,WFRT,005,0,2011-11-11,2011-11-10 19:08:57
WFRT,OA,021024,WFRT,011,0,2011-11-11,2011-11-10 19:09:03
WFRT,OA,026963,WFRT,010,,2011-11-11,2011-11-10 09:56:31
WFRT,OA,026963,BX6,004,0,2011-11-11,2011-11-10 19:09:08
WFRT,OA,024687,BX6,026,0,2011-11-11,2011-11-10 19:09:05
WFRT,OA,025203,BX15,014,0,2011-11-11,2011-11-10 10:09:18
WFRT,OA,028340,WFRT,007b,2,2011-11-11,2011-11-11 06:02:16
WFRT,OA,028340,WFRT,007a,2,2011-11-11,2011-11-11 06:02:16
WFRT,OA,028340,WFRT,016,,2011-11-11,2011-11-10 13:00:56
WFRT,OA,028340,WFRT,007,2,2011-11-11,2011-11-10 19:09:09
WFRT,OA,026827,BX15,003,0,2011-11-11,2011-11-04 08:51:08
WFRT,OA,025408,BX15,021,0,2011-11-11,2011-11-04 08:51:08
WFRT,OA,023357,BX6,012,0,2011-11-11,2011-11-10 19:09:03
WFRT,OA,028430,BX15,010,0,2011-11-11,2011-11-10 19:09:09
MTVT,OA,029592,M2,147,0,2011-11-11,2011-11-10 19:08:14
WFRT,OA,019065,WFRT,003,0,2011-11-11,2011-11-10 08:04:54
WFRT,OA,019065,BX6,009,0,2011-11-11,2011-11-10 08:04:53
WFRT,OA,013712,BX6,004,0,2011-11-11,2011-11-04 08:51:03
WFRT,OA,024715,WFRT,026,,2011-11-11,2011-11-10 13:01:00
WFRT,OA,024715,BX6,017,0,2011-11-11,2011-11-10 19:09:05
WFRT,OA,024715,WFRT,OTVOL,,2011-11-11,2011-11-10 08:25:38
KBGT,OA,015156,BX9,007,2,2011-11-11,2011-11-10 19:24:11
KBGT,OA,013942,BX1X2,006,0,2011-11-11,2011-11-10 11:56:57
WFRT,OA,033963,BX15,037,0,2011-11-11,2011-11-10 19:09:15
GUNT,OA,013859,BX22,002,2,2011-11-11,2011-11-10 19:05:15
GUNT,OA,025577,GUNT,06,,2011-11-11,2011-11-10 08:53:21
GUNT,OA,025577,SBS12,211,0,2011-11-11,2011-11-10 19:05:41
WFRT,OA,013647,BX33,105,0,2011-11-11,2011-11-10 19:08:56
WFRT,OA,030018,WFRT,OTVOL,,2011-11-11,2011-11-10 08:25:08
WFRT,OA,030018,BX32,008,0,2011-11-11,2011-11-10 19:09:12
KBGT,OA,020680,BX1X2,038,0,2011-11-11,2011-11-10 19:26:23
WFRT,OA,030303,BX15,009,0,2011-11-11,2011-11-10 19:09:12
WFRT,OA,026060,WFRT,021,,2011-11-11,2011-11-10 09:59:20
WFRT,OA,033503,WFRT,005,2,2011-11-11,2011-11-09 23:03:01
WFRT,OA,029591,WFRT,015,0,2011-11-11,2011-11-10 12:33:50
WFRT,OA,020455,BX6,019,0,2011-11-11,2011-11-10 19:09:01
WFRT,OA,027076,BX33,108,0,2011-11-11,2011-11-10 19:09:08
WFRT,OA,016573,BX6,030,0,2011-11-11,2011-11-10 19:08:59
WFRT,OA,030976,BX15,014,0,2011-11-11,2011-11-10 19:09:12
WFRT,OA,030976,WFRT,OTVOL,,2011-11-11,2011-11-10 08:25:12
WFRT,OA,029461,WFRT,002,,2011-11-11,2011-11-04 11:36:08
WFRT,OA,018329,BX6,004,0,2011-11-11,2011-11-04 11:35:55
KBGT,OA,016672,BX9,029,0,2011-11-11,2011-11-10 12:24:11
GUNT,OA,025935,GUNT,09,,2011-11-11,2011-11-10 08:42:39
GUNT,OA,025935,BX26,110,0,2011-11-11,2011-11-10 08:42:39
GUNT,OA,025935,BX402,010,0,2011-11-11,2011-11-10 19:05:43
GUNT,OA,025935,GUNT,005,0,2011-11-11,2011-11-10 11:52:08
WFRT,OA,016128,BX32,002,0,2011-11-11,2011-11-10 19:08:58
WFRT,OA,020493,BX6,001,0,2011-11-11,2011-11-10 19:09:02
WFRT,OA,019423,BX15,001,0,2011-11-11,2011-11-10 19:09:00
GUNT,OA,032365,GUNT,01,,2011-11-11,2011-11-10 08:53:13
GUNT,OA,032365,GUNT,001b,2,2011-11-11,2011-11-11 04:59:49
GUNT,OA,032365,GUNT,001a,2,2011-11-11,2011-11-11 04:59:48
GUNT,OA,032365,BX29,502,0,2011-11-11,2011-11-11 04:59:49
GUNT,OA,032365,GUNT,001,2,2011-11-11,2011-11-10 19:06:00
JGLT,OA,031166,B63,129,0,2011-11-11,2011-11-10 20:22:33
MTVT,OA,033941,M11,310,0,2011-11-11,2011-11-10 19:08:23
KBGT,OA,028011,BX1X2,053,0,2011-11-11,2011-11-10 19:26:31
ENYT,OA,030843,B12,026,0,2011-11-11,2011-11-10 19:04:06
KBGT,OA,020220,BX55,005,0,2011-11-11,2011-11-10 19:23:41
GUNT,OA,032234,BX12,004,0,2011-11-11,2011-11-10 19:05:59
KBGT,OA,033592,BX7,130,0,2011-11-11,2011-11-10 19:26:59
WFRT,OA,027459,BX32,014,0,2011-11-11,2011-11-10 19:09:09
WFRT,OA,027406,WFRT,25A,,2011-11-11,2011-11-04 11:35:59
WFRT,OA,027406,BX15,012,0,2011-11-11,2011-11-10 19:09:09
GUNT,OA,025883,BX22,007,0,2011-11-11,2011-11-10 08:53:27
WFRT,OA,020705,WFRT,X03,0,2011-11-11,2011-11-10 19:09:02
WFRT,OA,020705,WFRT,001,0,2011-11-11,2011-11-10 19:09:02
KBGT,OA,012830,KBGT,009,2,2011-11-11,2011-11-10 08:50:01
KBGT,OA,012830,KBGT,X06,0,2011-11-11,2011-11-10 19:26:47
KBGT,OA,012830,KBGT,003,0,2011-11-11,2011-11-10 19:24:39
WFRT,OA,016173,BX6,015,0,2011-11-11,2011-11-10 19:08:58
WFRT,OA,016173,WFRT,005,0,2011-11-11,2011-11-10 08:06:02
GUNT,OA,032127,BX26,107,0,2011-11-11,2011-11-10 19:05:59
WFRT,OA,028099,WFRT,018,,2011-11-11,2011-11-10 09:57:29
WFRT,OA,028099,WFRT,X02,0,2011-11-11,2011-11-10 19:09:09
WFRT,OA,028099,WFRT,018,,2011-11-11,2011-11-10 09:57:27
WFRT,OA,028099,WFRT,004,0,2011-11-11,2011-11-10 19:09:09
WFRT,OA,025537,BX15,020,0,2011-11-11,2011-11-10 19:09:06
WFRT,OA,012907,BX6,029,0,2011-11-11,2011-11-10 19:08:56
GUNT,OA,025907,BX238,018,2,2011-11-11,2011-11-10 19:05:42
WFRT,OA,018253,BX6,018,0,2011-11-11,2011-11-10 19:08:59
GUNT,OA,016775,BX238,021,0,2011-11-11,2011-11-10 08:53:59
MJQT,OA,032431,M104,004,0,2011-11-11,2011-11-10 19:52:42
GUNT,OA,016702,BX30,013,0,2011-11-11,2011-11-10 19:05:22
KBGT,OA,020863,BX7,118,0,2011-11-11,2011-11-10 19:26:28
WFRT,OA,020138,WFRT,024,,2011-11-11,2011-11-10 09:59:22
WFRT,OA,033578,BX15,035,0,2011-11-11,2011-11-10 13:05:41
WFRT,OA,011133,WFRT,X02,0,2011-11-11,2011-11-10 09:57:29
WFRT,OA,011133,WFRT,004,0,2011-11-11,2011-11-10 09:57:27
WFRT,OA,025795,BX6,027,0,2011-11-11,2011-11-10 19:09:07
GUNT,OA,031588,BX5,325,0,2011-11-11,2011-11-10 19:05:58
KBGT,OA,029968,BX41,003,0,2011-11-11,2011-11-10 19:23:39
KBGT,OA,029968,KBGT,14,,2011-11-11,2011-11-10 12:23:47
WFRT,OA,023494,BX32,003,0,2011-11-11,2011-11-10 19:09:04
WFRT,OA,024821,BX33,109,0,2011-11-11,2011-11-10 19:09:05
MTVT,OA,029003,M1,040,0,2011-11-11,2011-11-10 19:08:12
WFRT,OA,032832,BX15,029,0,2011-11-11,2011-11-10 19:09:14
KBGT,OA,031165,KBGT,12,,2011-11-11,2011-11-10 12:23:45
KBGT,OA,031165,BX41,020,0,2011-11-11,2011-11-10 19:25:47
WFRT,OA,032790,BX6,OTVOL,,2011-11-11,2011-11-10 08:25:08
GUNT,OA,025915,BX26,115,0,2011-11-11,2011-11-10 19:05:42
MJQT,OA,026915,M14AD,041,0,2011-11-11,2011-11-10 19:53:03
MJQT,OA,032360,M57,015,0,2011-11-11,2011-11-10 19:53:27
WFRT,OA,027019,BX6,043,0,2011-11-11,2011-11-10 13:05:45
UPKT,OA,029733,UPKT,008,0,2011-11-11,2011-11-10 19:00:46
UPKT,OA,029733,UPKT,005,0,2011-11-11,2011-11-10 08:41:05
UPKT,OA,029733,B6,298,2,2011-11-11,2011-11-10 08:41:05
WFRT,OA,033925,BX15,038,0,2011-11-11,2011-11-10 13:05:44
GUNT,OA,024149,BX16,003,0,2011-11-11,2011-11-10 19:05:36
GUNT,OA,027952,BX44A,112,0,2011-11-11,2011-11-10 19:05:48
WFRT,OA,023372,BX15,015,0,2011-11-11,2011-11-10 19:09:04
GUNT,OA,012786,BX26,110,0,2011-11-11,2011-11-10 08:42:39
GUNT,OA,025756,BX402,014,0,2011-11-11,2011-11-10 19:05:42
GUNT,OA,018296,GUNT,W/C,,2011-11-11,2011-11-10 19:05:23
GUNT,OA,018296,GUNT,W/C,,2011-11-11,2011-11-10 10:59:16
WFRT,OA,028448,BX15,036,0,2011-11-11,2011-11-10 19:09:10
WFRT,OA,033506,BX15,004,0,2011-11-11,2011-11-10 19:09:14
WFRT,OA,020518,BX6,016,0,2011-11-11,2011-11-10 19:09:02
ENYT,OA,033471,B15,163,0,2011-11-11,2011-11-10 11:11:17
WFRT,OA,026850,WFRT,01,,2011-11-11,2011-11-10 19:09:08
GUNT,OA,033959,BX12,027,0,2011-11-11,2011-11-10 19:06:05
WFRT,OA,029261,WFRT,005b,2,2011-11-11,2011-11-11 08:25:06
WFRT,OA,029261,WFRT,005a,2,2011-11-11,2011-11-11 08:25:05
WFRT,OA,029261,WFRT,005,,2011-11-11,2011-11-10 13:00:52
WFRT,OA,029261,WFRT,005,2,2011-11-11,2011-11-10 19:09:11
WFRT,OA,015378,BX6,020,0,2011-11-11,2011-11-10 19:08:57
WFRT,OA,014927,BX6,008,0,2011-11-11,2011-11-10 09:42:45
WFRT,OA,016074,WFRT,011A,,2011-11-11,2011-11-10 10:20:08
WFRT,OA,016796,WFRT,013,0,2011-11-11,2011-11-10 19:08:59
WFRT,OA,015080,BX32,009,0,2011-11-11,2011-11-10 19:08:57
WFRT,OA,026427,BX33,101,0,2011-11-11,2011-11-10 19:09:07
GAVT,OA,032945,GAVT,OTVOL,,2011-11-11,2011-11-09 21:28:23
WFRT,OA,032664,BX15,034,0,2011-11-11,2011-11-10 19:09:14
WFRT,OA,027100,WFRT,006,0,2011-11-11,2011-11-10 19:09:08
WFRT,OA,027100,WFRT,011,,2011-11-11,2011-11-10 09:57:35
WFRT,OA,032118,WFRT,004b,2,2011-11-11,2011-11-11 06:43:04
WFRT,OA,032118,WFRT,004a,2,2011-11-11,2011-11-11 06:43:04
WFRT,OA,032118,WFRT,003A,,2011-11-11,2011-11-10 13:00:51
WFRT,OA,032118,WFRT,004,2,2011-11-11,2011-11-10 19:09:13
GUNT,OA,020764,SBS12,227,0,2011-11-11,2011-11-10 08:54:11
WFRT,OA,032965,BX6,033,0,2011-11-11,2011-11-10 19:09:14
WFRT,OA,026819,BX6,032,0,2011-11-11,2011-11-10 19:09:08
GUNT,OA,014937,BX5,302,2,2011-11-11,2011-11-10 19:05:16
WFRT,OA,030472,BX6,023,0,2011-11-11,2011-11-10 19:09:12
WFRT,OA,020837,BX32,012,0,2011-11-11,2011-11-04 08:50:53
WFRT,OA,019394,WFRT,010A,,2011-11-11,2011-11-10 13:00:55
WFRT,OA,033491,BX32,015,2,2011-11-11,2011-11-10 19:09:14
WFRT,OA,012821,WFRT,BM1,,2011-11-11,2011-11-10 19:08:56
WFRT,OA,028175,BX6,040,0,2011-11-11,2011-11-10 19:09:09
WFRT,OA,030610,BX6,031,0,2011-11-11,2011-11-04 08:51:09
WFRT,OA,020883,WFRT,012,0,2011-11-11,2011-11-10 19:09:03
FRPT,OA,032915,B26,030,0,2011-11-11,2011-11-10 19:01:06
WFRT,OA,019291,WFRT,016A,,2011-11-11,2011-11-10 09:56:29
WFRT,OA,029933,WFRT,007,,2011-11-11,2011-11-10 09:52:26
WFRT,OA,016562,BX6,017,0,2011-11-11,2011-11-10 13:01:00
WFRT,OA,028360,WFRT,019,,2011-11-11,2011-11-10 09:59:24
MJQT,OA,014397,M79,003,2,2011-11-11,2011-11-04 07:43:16
KBGT,OA,016358,KBGT,F93,0,2011-11-11,2011-11-10 19:26:46
WFRT,OA,026087,BX6,044,0,2011-11-11,2011-11-10 19:09:07
MJQT,OA,030150,MJQT,44,,2011-11-11,2011-11-10 10:12:45
MJQT,OA,030150,M14AD,038,0,2011-11-11,2011-11-10 19:53:00
WFRT,OA,020742,WFRT,001,0,2011-11-11,2011-11-10 19:09:02
KBGT,OA,016440,BX10,018,0,2011-11-11,2011-11-10 19:26:23
WFRT,OA,015697,BX6,014,0,2011-11-11,2011-11-04 08:50:58
GUNT,OA,016707,BX238,007,2,2011-11-11,2011-11-10 19:05:22
WFRT,OA,029620,BX15,032,0,2011-11-11,2011-11-10 19:09:11
WFRT,OA,021050,BX15,002,0,2011-11-11,2011-11-10 19:09:03
GUNT,OA,016676,GUNT,017,0,2011-11-11,2011-11-10 19:05:22
WFRT,OA,033453,WFRT,035,,2011-11-11,2011-11-10 13:03:10
WFRT,OA,033453,WFRT,011,2,2011-11-11,2011-11-10 19:09:14
WFRT,OA,018407,BX6,013,0,2011-11-11,2011-11-10 19:08:59
ENYT,OA,031990,B25,236,0,2011-11-11,2011-11-10 19:04:09
JGLT,OA,031404,B43,103,2,2011-11-11,2011-11-10 20:22:33
WFRT,OA,031790,WFRT,009A,,2011-11-11,2011-11-10 13:00:54
GUNT,OA,018976,BX238,017,0,2011-11-11,2011-11-10 19:05:24
KBGT,OA,016810,BX55,010,0,2011-11-11,2011-11-10 19:24:51
100T,OA,033966,M101,033,0,2011-11-11,2011-11-10 19:14:40
WFRT,OA,030527,WFRT,033,,2011-11-11,2011-11-10 13:03:08
